Loaded problem from /home/jordan/antoine/cuADMM/examples/plato/TXT/swissroll/
              vector length: 320400
      number of constraints: 3380
           number of blocks: 1
  number of non-zeros in At: 330537
   number of non-zeros in b: 3379
   number of non-zeros in C: 800

Analysis of the blk vector:
        1 matrices of size 800 (large)

Analysis of the large matrices sizes:
    size of large matrices: 800 
  number of large matrices:   1 
    total size of large matrices: 640000
  sum of sizes of large matrices: 800
    nb large (with multiplicity): 1
  large matrices start indices: 0 640000 

Analysis of the small matrices sizes:
    size of small matrices: 
  number of small matrices: 
    total size of small matrices: 0
  sum of sizes of small matrices: 0
    nb small (with multiplicity): 0
  small matrices start indices: 0 

 -------------------------------------------------------------------------------
                                    cuADMM
 -------------------------------------------------------------------------------
 norm of C = 2.9e+01, norm of b = 3.8e+02

  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma | 
 63400 | 2.86e-02 2.87e-02 | -2.9950e+05 -6.5118e+05 3.70e-01 | 1254.9 | 1.5e+00 |
 63500 | 2.86e-02 2.86e-02 | -3.0125e+05 -6.5103e+05 3.67e-01 | 1256.9 | 2.5e+00 |
 63600 | 2.86e-02 2.85e-02 | -3.0264e+05 -6.5086e+05 3.65e-01 | 1258.9 | 1.5e+00 |
 63700 | 2.85e-02 2.84e-02 | -3.0350e+05 -6.5068e+05 3.64e-01 | 1260.9 | 9.0e-01 |
 63800 | 2.85e-02 2.84e-02 | -3.0402e+05 -6.5052e+05 3.63e-01 | 1262.8 | 5.4e-01 |
 63900 | 2.85e-02 2.85e-02 | -3.0433e+05 -6.5030e+05 3.62e-01 | 1264.8 | 3.2e-01 |
 64000 | 2.84e-02 2.85e-02 | -3.0457e+05 -6.4994e+05 3.62e-01 | 1266.8 | 3.2e-01 |
 64100 | 2.85e-02 2.84e-02 | -3.0497e+05 -6.4966e+05 3.61e-01 | 1268.8 | 5.4e-01 |
 64200 | 2.84e-02 2.83e-02 | -3.0527e+05 -6.4924e+05 3.60e-01 | 1270.7 | 3.2e-01 |
 64300 | 2.84e-02 2.83e-02 | -3.0545e+05 -6.4846e+05 3.60e-01 | 1272.7 | 1.9e-01 |
 64400 | 2.83e-02 2.84e-02 | -3.0555e+05 -6.4696e+05 3.58e-01 | 1274.7 | 1.2e-01 |
 64500 | 2.82e-02 2.83e-02 | -3.0568e+05 -6.4564e+05 3.57e-01 | 1276.7 | 1.9e-01 |
 64600 | 2.82e-02 2.82e-02 | -3.0590e+05 -6.4477e+05 3.56e-01 | 1278.7 | 3.2e-01 |
 64700 | 2.81e-02 2.81e-02 | -3.0607e+05 -6.4358e+05 3.55e-01 | 1280.6 | 1.9e-01 |
 64800 | 2.81e-02 2.82e-02 | -3.0617e+05 -6.4155e+05 3.54e-01 | 1282.6 | 1.2e-01 |
 64900 | 2.80e-02 2.81e-02 | -3.0630e+05 -6.3994e+05 3.53e-01 | 1284.6 | 1.9e-01 |
 65000 | 2.80e-02 2.81e-02 | -3.0651e+05 -6.3900e+05 3.52e-01 | 1286.6 | 3.2e-01 |
 65100 | 2.79e-02 2.80e-02 | -3.0687e+05 -6.3845e+05 3.51e-01 | 1288.6 | 5.4e-01 |
 65200 | 2.79e-02 2.79e-02 | -3.0748e+05 -6.3813e+05 3.50e-01 | 1290.5 | 9.0e-01 |
 65300 | 2.79e-02 2.78e-02 | -3.0826e+05 -6.3790e+05 3.48e-01 | 1292.5 | 9.0e-01 |
 65400 | 2.78e-02 2.78e-02 | -3.0873e+05 -6.3755e+05 3.47e-01 | 1294.5 | 5.4e-01 |
 65500 | 2.78e-02 2.78e-02 | -3.0902e+05 -6.3703e+05 3.47e-01 | 1296.5 | 3.2e-01 |
 65600 | 2.78e-02 2.78e-02 | -3.0919e+05 -6.3614e+05 3.46e-01 | 1298.4 | 1.9e-01 |
 65700 | 2.77e-02 2.77e-02 | -3.0941e+05 -6.3540e+05 3.45e-01 | 1300.4 | 3.2e-01 |
 65800 | 2.77e-02 2.77e-02 | -3.0969e+05 -6.3480e+05 3.44e-01 | 1302.4 | 3.2e-01 |
 65900 | 2.77e-02 2.77e-02 | -3.0986e+05 -6.3376e+05 3.43e-01 | 1304.4 | 1.9e-01 |
 66000 | 2.76e-02 2.77e-02 | -3.1008e+05 -6.3292e+05 3.42e-01 | 1306.3 | 3.2e-01 |
 66100 | 2.76e-02 2.76e-02 | -3.1044e+05 -6.3240e+05 3.41e-01 | 1308.3 | 5.4e-01 |
 66200 | 2.75e-02 2.76e-02 | -3.1104e+05 -6.3209e+05 3.40e-01 | 1310.3 | 9.0e-01 |
 66300 | 2.75e-02 2.75e-02 | -3.1205e+05 -6.3192e+05 3.39e-01 | 1312.2 | 1.5e+00 |
 66400 | 2.74e-02 2.74e-02 | -3.1284e+05 -6.3173e+05 3.38e-01 | 1314.2 | 9.0e-01 |
 66500 | 2.74e-02 2.74e-02 | -3.1333e+05 -6.3152e+05 3.37e-01 | 1316.1 | 5.4e-01 |
 66600 | 2.74e-02 2.74e-02 | -3.1361e+05 -6.3121e+05 3.36e-01 | 1318.1 | 3.2e-01 |
 66700 | 2.73e-02 2.74e-02 | -3.1379e+05 -6.3065e+05 3.36e-01 | 1320.0 | 1.9e-01 |
 66800 | 2.73e-02 2.73e-02 | -3.1400e+05 -6.3014e+05 3.35e-01 | 1322.0 | 3.2e-01 |
 66900 | 2.73e-02 2.73e-02 | -3.1417e+05 -6.2942e+05 3.34e-01 | 1324.0 | 1.9e-01 |
 67000 | 2.72e-02 2.73e-02 | -3.1430e+05 -6.2840e+05 3.33e-01 | 1325.9 | 1.9e-01 |
 67100 | 2.72e-02 2.72e-02 | -3.1450e+05 -6.2773e+05 3.32e-01 | 1327.9 | 3.2e-01 |
 67200 | 2.72e-02 2.72e-02 | -3.1485e+05 -6.2731e+05 3.32e-01 | 1329.8 | 5.4e-01 |
 67300 | 2.71e-02 2.71e-02 | -3.1530e+05 -6.2698e+05 3.31e-01 | 1331.8 | 5.4e-01 |
 67400 | 2.71e-02 2.71e-02 | -3.1557e+05 -6.2646e+05 3.30e-01 | 1333.7 | 3.2e-01 |
 67500 | 2.71e-02 2.71e-02 | -3.1574e+05 -6.2564e+05 3.29e-01 | 1335.7 | 1.9e-01 |
 67600 | 2.70e-02 2.71e-02 | -3.1586e+05 -6.2453e+05 3.28e-01 | 1337.7 | 1.9e-01 |
 67700 | 2.70e-02 2.70e-02 | -3.1607e+05 -6.2382e+05 3.27e-01 | 1339.6 | 3.2e-01 |
 67800 | 2.70e-02 2.70e-02 | -3.1633e+05 -6.2326e+05 3.27e-01 | 1341.6 | 3.2e-01 |
 67900 | 2.69e-02 2.70e-02 | -3.1649e+05 -6.2231e+05 3.26e-01 | 1343.5 | 1.9e-01 |
 68000 | 2.69e-02 2.69e-02 | -3.1670e+05 -6.2156e+05 3.25e-01 | 1345.5 | 3.2e-01 |
 68100 | 2.68e-02 2.69e-02 | -3.1704e+05 -6.2112e+05 3.24e-01 | 1347.5 | 5.4e-01 |
 68200 | 2.68e-02 2.68e-02 | -3.1761e+05 -6.2087e+05 3.23e-01 | 1349.4 | 9.0e-01 |
 68300 | 2.67e-02 2.68e-02 | -3.1857e+05 -6.2074e+05 3.22e-01 | 1351.4 | 1.5e+00 |
 68400 | 2.66e-02 2.67e-02 | -3.2020e+05 -6.2071e+05 3.19e-01 | 1353.3 | 2.5e+00 |
 68500 | 2.68e-02 2.65e-02 | -3.2299e+05 -6.2079e+05 3.16e-01 | 1355.3 | 4.2e+00 |
 68600 | 2.68e-02 2.64e-02 | -3.2522e+05 -6.2109e+05 3.13e-01 | 1357.2 | 2.5e+00 |
 68700 | 2.67e-02 2.63e-02 | -3.2657e+05 -6.2168e+05 3.11e-01 | 1359.2 | 1.5e+00 |
 68800 | 2.67e-02 2.62e-02 | -3.2737e+05 -6.2260e+05 3.11e-01 | 1361.1 | 9.0e-01 |
 68900 | 2.65e-02 2.62e-02 | -3.2783e+05 -6.2396e+05 3.11e-01 | 1363.1 | 5.4e-01 |
 69000 | 2.64e-02 2.63e-02 | -3.2809e+05 -6.2591e+05 3.12e-01 | 1365.1 | 3.2e-01 |
 69100 | 2.64e-02 2.68e-02 | -3.2824e+05 -6.2858e+05 3.14e-01 | 1367.0 | 1.9e-01 |
 69200 | 2.64e-02 2.69e-02 | -3.2841e+05 -6.3016e+05 3.15e-01 | 1369.0 | 3.2e-01 |
 69300 | 2.64e-02 2.66e-02 | -3.2868e+05 -6.3074e+05 3.15e-01 | 1370.9 | 5.4e-01 |
 69400 | 2.66e-02 2.62e-02 | -3.2915e+05 -6.3086e+05 3.14e-01 | 1372.9 | 9.0e-01 |
 69500 | 2.67e-02 2.59e-02 | -3.2952e+05 -6.3079e+05 3.14e-01 | 1374.8 | 5.4e-01 |
 69600 | 2.66e-02 2.59e-02 | -3.2975e+05 -6.3073e+05 3.13e-01 | 1376.8 | 3.2e-01 |
 69700 | 2.66e-02 2.62e-02 | -3.2989e+05 -6.3077e+05 3.13e-01 | 1378.8 | 1.9e-01 |
 69800 | 2.64e-02 2.71e-02 | -3.2997e+05 -6.3093e+05 3.13e-01 | 1380.7 | 1.2e-01 |
 69900 | 2.63e-02 2.71e-02 | -3.3007e+05 -6.3112e+05 3.13e-01 | 1382.7 | 1.9e-01 |
 70000 | 2.63e-02 2.66e-02 | -3.3023e+05 -6.3131e+05 3.13e-01 | 1384.6 | 3.2e-01 |
 70100 | 2.62e-02 2.61e-02 | -3.3049e+05 -6.3147e+05 3.13e-01 | 1386.6 | 5.4e-01 |
 70200 | 2.62e-02 2.58e-02 | -3.3068e+05 -6.3165e+05 3.13e-01 | 1388.6 | 3.2e-01 |
 70300 | 2.62e-02 2.60e-02 | -3.3080e+05 -6.3187e+05 3.13e-01 | 1390.5 | 1.9e-01 |
 70400 | 2.61e-02 2.66e-02 | -3.3088e+05 -6.3197e+05 3.13e-01 | 1392.5 | 1.9e-01 |
 70500 | 2.61e-02 2.63e-02 | -3.3102e+05 -6.3182e+05 3.12e-01 | 1394.4 | 3.2e-01 |
 70600 | 2.62e-02 2.59e-02 | -3.3125e+05 -6.3150e+05 3.12e-01 | 1396.4 | 5.4e-01 |
 70700 | 2.63e-02 2.56e-02 | -3.3143e+05 -6.3079e+05 3.11e-01 | 1398.3 | 3.2e-01 |
 70800 | 2.62e-02 2.58e-02 | -3.3155e+05 -6.2954e+05 3.10e-01 | 1400.3 | 1.9e-01 |
 70900 | 2.61e-02 2.67e-02 | -3.3162e+05 -6.2761e+05 3.09e-01 | 1402.3 | 1.2e-01 |
 71000 | 2.60e-02 2.68e-02 | -3.3171e+05 -6.2625e+05 3.07e-01 | 1404.2 | 1.9e-01 |
 71100 | 2.59e-02 2.62e-02 | -3.3185e+05 -6.2554e+05 3.07e-01 | 1406.2 | 3.2e-01 |
 71200 | 2.58e-02 2.57e-02 | -3.3209e+05 -6.2521e+05 3.06e-01 | 1408.1 | 5.4e-01 |
 71300 | 2.58e-02 2.55e-02 | -3.3228e+05 -6.2485e+05 3.06e-01 | 1410.1 | 3.2e-01 |
 71400 | 2.57e-02 2.60e-02 | -3.3238e+05 -6.2418e+05 3.05e-01 | 1412.0 | 1.9e-01 |
 71500 | 2.57e-02 2.61e-02 | -3.3252e+05 -6.2353e+05 3.04e-01 | 1414.0 | 3.2e-01 |
 71600 | 2.58e-02 2.57e-02 | -3.3275e+05 -6.2301e+05 3.04e-01 | 1415.9 | 5.4e-01 |
 71700 | 2.59e-02 2.54e-02 | -3.3293e+05 -6.2213e+05 3.03e-01 | 1417.9 | 3.2e-01 |
 71800 | 2.58e-02 2.57e-02 | -3.3304e+05 -6.2056e+05 3.02e-01 | 1419.9 | 1.9e-01 |
 71900 | 2.57e-02 2.62e-02 | -3.3313e+05 -6.1857e+05 3.00e-01 | 1421.8 | 1.9e-01 |
 72000 | 2.56e-02 2.58e-02 | -3.3327e+05 -6.1744e+05 2.99e-01 | 1423.8 | 3.2e-01 |
 72100 | 2.56e-02 2.54e-02 | -3.3352e+05 -6.1679e+05 2.98e-01 | 1425.7 | 5.4e-01 |
 72200 | 2.55e-02 2.53e-02 | -3.3371e+05 -6.1601e+05 2.97e-01 | 1427.7 | 3.2e-01 |
 72300 | 2.55e-02 2.59e-02 | -3.3382e+05 -6.1476e+05 2.96e-01 | 1429.6 | 1.9e-01 |
 72400 | 2.54e-02 2.59e-02 | -3.3397e+05 -6.1378e+05 2.95e-01 | 1431.6 | 3.2e-01 |
 72500 | 2.56e-02 2.54e-02 | -3.3421e+05 -6.1320e+05 2.94e-01 | 1433.5 | 5.4e-01 |
 72600 | 2.57e-02 2.52e-02 | -3.3446e+05 -6.1255e+05 2.94e-01 | 1435.5 | 4.2e-01 |
 72700 | 2.56e-02 2.55e-02 | -3.3461e+05 -6.1140e+05 2.93e-01 | 1437.5 | 2.5e-01 |
 72800 | 2.55e-02 2.61e-02 | -3.3473e+05 -6.0988e+05 2.91e-01 | 1439.4 | 2.5e-01 |
 72900 | 2.54e-02 2.57e-02 | -3.3493e+05 -6.0896e+05 2.90e-01 | 1441.4 | 4.2e-01 |
 73000 | 2.55e-02 2.52e-02 | -3.3525e+05 -6.0841e+05 2.89e-01 | 1443.4 | 7.0e-01 |
 73100 | 2.54e-02 2.51e-02 | -3.3551e+05 -6.0775e+05 2.89e-01 | 1445.3 | 4.2e-01 |
 73200 | 2.52e-02 2.59e-02 | -3.3567e+05 -6.0669e+05 2.88e-01 | 1447.3 | 2.5e-01 |
 73300 | 2.52e-02 2.59e-02 | -3.3586e+05 -6.0589e+05 2.87e-01 | 1449.2 | 4.2e-01 |
 73400 | 2.54e-02 2.53e-02 | -3.3619e+05 -6.0541e+05 2.86e-01 | 1451.2 | 7.0e-01 |
 73500 | 2.57e-02 2.50e-02 | -3.3663e+05 -6.0501e+05 2.85e-01 | 1453.1 | 7.0e-01 |
 73600 | 2.56e-02 2.53e-02 | -3.3689e+05 -6.0428e+05 2.84e-01 | 1455.1 | 4.2e-01 |
 73700 | 2.53e-02 2.61e-02 | -3.3707e+05 -6.0319e+05 2.83e-01 | 1457.1 | 3.2e-01 |
 73800 | 2.52e-02 2.57e-02 | -3.3733e+05 -6.0244e+05 2.82e-01 | 1459.0 | 5.4e-01 |
 73900 | 2.54e-02 2.51e-02 | -3.3778e+05 -6.0201e+05 2.81e-01 | 1461.0 | 9.0e-01 |
 74000 | 2.54e-02 2.50e-02 | -3.3812e+05 -6.0152e+05 2.80e-01 | 1463.0 | 5.4e-01 |
 74100 | 2.51e-02 2.59e-02 | -3.3833e+05 -6.0073e+05 2.79e-01 | 1464.9 | 3.2e-01 |
 74200 | 2.50e-02 2.59e-02 | -3.3860e+05 -6.0013e+05 2.79e-01 | 1466.9 | 5.4e-01 |
 74300 | 2.54e-02 2.52e-02 | -3.3904e+05 -5.9977e+05 2.78e-01 | 1468.8 | 9.0e-01 |
 74400 | 2.59e-02 2.49e-02 | -3.3962e+05 -5.9948e+05 2.77e-01 | 1470.8 | 9.0e-01 |
 74500 | 2.56e-02 2.52e-02 | -3.3997e+05 -5.9895e+05 2.76e-01 | 1472.7 | 5.4e-01 |
 74600 | 2.53e-02 2.63e-02 | -3.4018e+05 -5.9804e+05 2.75e-01 | 1474.7 | 3.2e-01 |
 74700 | 2.51e-02 2.61e-02 | -3.4045e+05 -5.9732e+05 2.74e-01 | 1476.6 | 5.4e-01 |
 74800 | 2.54e-02 2.52e-02 | -3.4090e+05 -5.9692e+05 2.73e-01 | 1478.6 | 9.0e-01 |
 74900 | 2.57e-02 2.48e-02 | -3.4149e+05 -5.9665e+05 2.72e-01 | 1480.6 | 9.0e-01 |
 75000 | 2.52e-02 2.53e-02 | -3.4185e+05 -5.9624e+05 2.71e-01 | 1482.5 | 5.4e-01 |
 75100 | 2.49e-02 2.61e-02 | -3.4212e+05 -5.9572e+05 2.70e-01 | 1484.5 | 5.4e-01 |
 75200 | 2.51e-02 2.55e-02 | -3.4258e+05 -5.9541e+05 2.70e-01 | 1486.4 | 9.0e-01 |
 75300 | 2.59e-02 2.49e-02 | -3.4324e+05 -5.9520e+05 2.68e-01 | 1488.4 | 1.2e+00 |
 75400 | 2.59e-02 2.49e-02 | -3.4370e+05 -5.9485e+05 2.68e-01 | 1490.4 | 7.0e-01 |
 75500 | 2.53e-02 2.60e-02 | -3.4398e+05 -5.9424e+05 2.67e-01 | 1492.3 | 4.2e-01 |
 75600 | 2.50e-02 2.60e-02 | -3.4433e+05 -5.9375e+05 2.66e-01 | 1494.3 | 7.0e-01 |
 75700 | 2.55e-02 2.51e-02 | -3.4492e+05 -5.9346e+05 2.65e-01 | 1496.2 | 1.2e+00 |
 75800 | 2.56e-02 2.48e-02 | -3.4539e+05 -5.9314e+05 2.64e-01 | 1498.2 | 7.0e-01 |
 75900 | 2.51e-02 2.59e-02 | -3.4566e+05 -5.9263e+05 2.63e-01 | 1500.1 | 4.2e-01 |
 76000 | 2.47e-02 2.60e-02 | -3.4602e+05 -5.9226e+05 2.62e-01 | 1502.1 | 7.0e-01 |
 76100 | 2.54e-02 2.51e-02 | -3.4662e+05 -5.9208e+05 2.61e-01 | 1504.0 | 1.2e+00 |
 76200 | 2.59e-02 2.47e-02 | -3.4722e+05 -5.9192e+05 2.61e-01 | 1506.0 | 9.0e-01 |
 76300 | 2.54e-02 2.53e-02 | -3.4757e+05 -5.9158e+05 2.60e-01 | 1508.0 | 5.4e-01 |
 76400 | 2.49e-02 2.63e-02 | -3.4785e+05 -5.9111e+05 2.59e-01 | 1509.9 | 5.4e-01 |
 76500 | 2.51e-02 2.55e-02 | -3.4830e+05 -5.9077e+05 2.58e-01 | 1511.9 | 9.0e-01 |
 76600 | 2.57e-02 2.47e-02 | -3.4889e+05 -5.9051e+05 2.57e-01 | 1513.8 | 9.0e-01 |
 76700 | 2.53e-02 2.51e-02 | -3.4925e+05 -5.9015e+05 2.56e-01 | 1515.8 | 5.4e-01 |
 76800 | 2.47e-02 2.63e-02 | -3.4953e+05 -5.8972e+05 2.56e-01 | 1517.8 | 5.4e-01 |
 76900 | 2.49e-02 2.55e-02 | -3.4999e+05 -5.8951e+05 2.55e-01 | 1519.7 | 9.0e-01 |
 77000 | 2.60e-02 2.47e-02 | -3.5077e+05 -5.8944e+05 2.54e-01 | 1521.7 | 1.5e+00 |
 77100 | 2.60e-02 2.47e-02 | -3.5136e+05 -5.8935e+05 2.53e-01 | 1523.6 | 9.0e-01 |
 77200 | 2.52e-02 2.57e-02 | -3.5172e+05 -5.8910e+05 2.52e-01 | 1525.6 | 5.4e-01 |
 77300 | 2.48e-02 2.57e-02 | -3.5216e+05 -5.8887e+05 2.52e-01 | 1527.5 | 9.0e-01 |
 77400 | 2.57e-02 2.49e-02 | -3.5292e+05 -5.8867e+05 2.50e-01 | 1529.5 | 1.5e+00 |
 77500 | 2.58e-02 2.46e-02 | -3.5351e+05 -5.8843e+05 2.49e-01 | 1531.5 | 9.0e-01 |
 77600 | 2.50e-02 2.56e-02 | -3.5387e+05 -5.8811e+05 2.49e-01 | 1533.4 | 5.4e-01 |
 77700 | 2.45e-02 2.56e-02 | -3.5433e+05 -5.8793e+05 2.48e-01 | 1535.4 | 9.0e-01 |
 77800 | 2.54e-02 2.48e-02 | -3.5511e+05 -5.8791e+05 2.47e-01 | 1537.3 | 1.5e+00 |
 77900 | 2.56e-02 2.45e-02 | -3.5570e+05 -5.8792e+05 2.46e-01 | 1539.3 | 9.0e-01 |
 78000 | 2.50e-02 2.55e-02 | -3.5605e+05 -5.8784e+05 2.46e-01 | 1541.3 | 5.4e-01 |
 78100 | 2.46e-02 2.55e-02 | -3.5649e+05 -5.8771e+05 2.45e-01 | 1543.2 | 9.0e-01 |
 78200 | 2.56e-02 2.47e-02 | -3.5723e+05 -5.8754e+05 2.44e-01 | 1545.2 | 1.5e+00 |
 78300 | 2.56e-02 2.45e-02 | -3.5782e+05 -5.8729e+05 2.43e-01 | 1547.1 | 9.0e-01 |
 78400 | 2.48e-02 2.55e-02 | -3.5818e+05 -5.8696e+05 2.42e-01 | 1549.1 | 5.4e-01 |
 78500 | 2.44e-02 2.54e-02 | -3.5864e+05 -5.8678e+05 2.41e-01 | 1551.0 | 9.0e-01 |
 78600 | 2.52e-02 2.46e-02 | -3.5940e+05 -5.8677e+05 2.40e-01 | 1553.0 | 1.5e+00 |
 78700 | 2.54e-02 2.44e-02 | -3.5999e+05 -5.8683e+05 2.40e-01 | 1555.0 | 9.0e-01 |
 78800 | 2.48e-02 2.54e-02 | -3.6033e+05 -5.8683e+05 2.39e-01 | 1556.9 | 5.4e-01 |
 78900 | 2.46e-02 2.53e-02 | -3.6077e+05 -5.8675e+05 2.38e-01 | 1558.9 | 9.0e-01 |
 79000 | 2.55e-02 2.46e-02 | -3.6150e+05 -5.8661e+05 2.37e-01 | 1560.8 | 1.5e+00 |
 79100 | 2.55e-02 2.44e-02 | -3.6208e+05 -5.8637e+05 2.36e-01 | 1562.8 | 9.0e-01 |
 79200 | 2.47e-02 2.55e-02 | -3.6243e+05 -5.8605e+05 2.36e-01 | 1564.8 | 5.4e-01 |
 79300 | 2.43e-02 2.53e-02 | -3.6289e+05 -5.8588e+05 2.35e-01 | 1566.7 | 9.0e-01 |
 79400 | 2.52e-02 2.45e-02 | -3.6364e+05 -5.8588e+05 2.34e-01 | 1568.7 | 1.5e+00 |
 79500 | 2.53e-02 2.44e-02 | -3.6422e+05 -5.8595e+05 2.33e-01 | 1570.6 | 9.0e-01 |
 79600 | 2.47e-02 2.55e-02 | -3.6456e+05 -5.8600e+05 2.33e-01 | 1572.6 | 5.4e-01 |
 79700 | 2.45e-02 2.54e-02 | -3.6500e+05 -5.8596e+05 2.32e-01 | 1574.5 | 9.0e-01 |
 79800 | 2.56e-02 2.45e-02 | -3.6572e+05 -5.8583e+05 2.31e-01 | 1576.5 | 1.5e+00 |
 79900 | 2.56e-02 2.43e-02 | -3.6629e+05 -5.8561e+05 2.30e-01 | 1578.5 | 9.0e-01 |
 80000 | 2.46e-02 2.56e-02 | -3.6663e+05 -5.8530e+05 2.30e-01 | 1580.4 | 5.4e-01 |
 80100 | 2.43e-02 2.54e-02 | -3.6708e+05 -5.8514e+05 2.29e-01 | 1582.4 | 9.0e-01 |
 80200 | 2.53e-02 2.45e-02 | -3.6782e+05 -5.8513e+05 2.28e-01 | 1584.3 | 1.5e+00 |
 80300 | 2.54e-02 2.43e-02 | -3.6840e+05 -5.8520e+05 2.27e-01 | 1586.3 | 9.0e-01 |
 80400 | 2.46e-02 2.57e-02 | -3.6874e+05 -5.8527e+05 2.27e-01 | 1588.2 | 5.4e-01 |
 80500 | 2.45e-02 2.55e-02 | -3.6916e+05 -5.8524e+05 2.26e-01 | 1590.2 | 9.0e-01 |
 80600 | 2.59e-02 2.44e-02 | -3.6987e+05 -5.8513e+05 2.25e-01 | 1592.2 | 1.5e+00 |
 80700 | 2.57e-02 2.43e-02 | -3.7043e+05 -5.8492e+05 2.25e-01 | 1594.1 | 9.0e-01 |
 80800 | 2.46e-02 2.58e-02 | -3.7078e+05 -5.8461e+05 2.24e-01 | 1596.1 | 5.4e-01 |
 80900 | 2.42e-02 2.55e-02 | -3.7122e+05 -5.8444e+05 2.23e-01 | 1598.0 | 9.0e-01 |
 81000 | 2.56e-02 2.44e-02 | -3.7195e+05 -5.8442e+05 2.22e-01 | 1600.0 | 1.5e+00 |
 81100 | 2.56e-02 2.43e-02 | -3.7252e+05 -5.8448e+05 2.21e-01 | 1601.9 | 9.0e-01 |
 81200 | 2.46e-02 2.59e-02 | -3.7285e+05 -5.8455e+05 2.21e-01 | 1603.9 | 5.4e-01 |
 81300 | 2.45e-02 2.57e-02 | -3.7327e+05 -5.8455e+05 2.21e-01 | 1605.8 | 9.0e-01 |
 81400 | 2.61e-02 2.44e-02 | -3.7397e+05 -5.8443e+05 2.20e-01 | 1607.8 | 1.5e+00 |
 81500 | 2.60e-02 2.43e-02 | -3.7452e+05 -5.8421e+05 2.19e-01 | 1609.8 | 9.0e-01 |
 81600 | 2.46e-02 2.61e-02 | -3.7486e+05 -5.8392e+05 2.18e-01 | 1611.7 | 5.4e-01 |
 81700 | 2.42e-02 2.57e-02 | -3.7530e+05 -5.8375e+05 2.17e-01 | 1613.7 | 9.0e-01 |
 81800 | 2.58e-02 2.44e-02 | -3.7602e+05 -5.8370e+05 2.16e-01 | 1615.6 | 1.5e+00 |
 81900 | 2.59e-02 2.43e-02 | -3.7658e+05 -5.8373e+05 2.16e-01 | 1617.6 | 9.0e-01 |
 82000 | 2.47e-02 2.63e-02 | -3.7690e+05 -5.8380e+05 2.15e-01 | 1619.5 | 5.4e-01 |
 82100 | 2.45e-02 2.59e-02 | -3.7732e+05 -5.8379e+05 2.15e-01 | 1621.5 | 9.0e-01 |
 82200 | 2.65e-02 2.44e-02 | -3.7800e+05 -5.8368e+05 2.14e-01 | 1623.5 | 1.5e+00 |
 82300 | 2.63e-02 2.43e-02 | -3.7855e+05 -5.8347e+05 2.13e-01 | 1625.4 | 9.0e-01 |
 82400 | 2.46e-02 2.64e-02 | -3.7889e+05 -5.8321e+05 2.12e-01 | 1627.4 | 5.4e-01 |
 82500 | 2.41e-02 2.60e-02 | -3.7932e+05 -5.8303e+05 2.12e-01 | 1629.3 | 9.0e-01 |
 82600 | 2.63e-02 2.44e-02 | -3.8003e+05 -5.8295e+05 2.11e-01 | 1631.3 | 1.5e+00 |
 82700 | 2.63e-02 2.42e-02 | -3.8058e+05 -5.8294e+05 2.10e-01 | 1633.2 | 9.0e-01 |
 82800 | 2.48e-02 2.68e-02 | -3.8091e+05 -5.8296e+05 2.10e-01 | 1635.2 | 5.4e-01 |
 82900 | 2.45e-02 2.63e-02 | -3.8132e+05 -5.8294e+05 2.09e-01 | 1637.2 | 9.0e-01 |
 83000 | 2.70e-02 2.44e-02 | -3.8199e+05 -5.8285e+05 2.08e-01 | 1639.1 | 1.5e+00 |
 83100 | 2.68e-02 2.43e-02 | -3.8254e+05 -5.8267e+05 2.07e-01 | 1641.1 | 9.0e-01 |
 83200 | 2.47e-02 2.69e-02 | -3.8287e+05 -5.8248e+05 2.07e-01 | 1643.0 | 5.4e-01 |
 83300 | 2.41e-02 2.64e-02 | -3.8329e+05 -5.8227e+05 2.06e-01 | 1645.0 | 9.0e-01 |
 83400 | 2.68e-02 2.45e-02 | -3.8400e+05 -5.8215e+05 2.05e-01 | 1646.9 | 1.5e+00 |
 83500 | 2.69e-02 2.42e-02 | -3.8454e+05 -5.8207e+05 2.04e-01 | 1648.9 | 9.0e-01 |
 83600 | 2.49e-02 2.74e-02 | -3.8487e+05 -5.8202e+05 2.04e-01 | 1650.9 | 5.4e-01 |
 83700 | 2.45e-02 2.69e-02 | -3.8527e+05 -5.8199e+05 2.03e-01 | 1652.8 | 9.0e-01 |
 83800 | 2.77e-02 2.45e-02 | -3.8594e+05 -5.8193e+05 2.02e-01 | 1654.8 | 1.5e+00 |
 83900 | 2.75e-02 2.43e-02 | -3.8648e+05 -5.8180e+05 2.02e-01 | 1656.7 | 9.0e-01 |
 84000 | 2.48e-02 2.75e-02 | -3.8681e+05 -5.8169e+05 2.01e-01 | 1658.7 | 5.4e-01 |
 84100 | 2.41e-02 2.70e-02 | -3.8723e+05 -5.8149e+05 2.01e-01 | 1660.6 | 9.0e-01 |
 84200 | 2.76e-02 2.47e-02 | -3.8792e+05 -5.8132e+05 2.00e-01 | 1662.6 | 1.5e+00 |
 84300 | 2.77e-02 2.42e-02 | -3.8846e+05 -5.8115e+05 1.99e-01 | 1664.6 | 9.0e-01 |
 84400 | 2.52e-02 2.82e-02 | -3.8878e+05 -5.8102e+05 1.98e-01 | 1666.5 | 5.4e-01 |
